San pedro	CA	+33.753088	-118.253053
Seal beach	CA	+33.640302	-117.769442
Sunset beach	CA	+33.640302	-117.769442
Surfside	CA	+33.640302	-117.769442
Wilmington	CA	+33.779417	-118.253853
Carson	CA	+33.813317	-118.261154
Long beach	CA	+33.804309	-118.200957
Altadena	CA	+33.786594	-118.298662
Arcadia	CA	+33.786594	-118.298662
Duarte	CA	+33.786594	-118.298662
La canada flintridge	CA	+33.786594	-118.298662
Monrovia	CA	+33.786594	-118.298662
Montrose	CA	+33.786594	-118.298662
Mount wilson	CA	+33.786594	-118.298662
Sierra madre	CA	+33.786594	-118.298662
South pasadena	CA	+33.786594	-118.298662
Sunland	CA	+33.786594	-118.298662
Tujunga	CA	+33.786594	-118.298662
Verdugo city	CA	+33.786594	-118.298662
Pasadena	CA	+33.786594	-118.298662
San marino	CA	+33.786594	-118.298662
Glendale	CA	+33.786594	-118.298662
La crescenta	CA	+33.786594	-118.298662
Agoura hills	CA	+33.786594	-118.298662
Calabasas	CA	+33.786594	-118.298662
Canoga park	CA	+33.786594	-118.298662
Winnetka	CA	+33.786594	-118.298662
West hills	CA	+33.786594	-118.298662
Castaic	CA	+33.786594	-118.298662
Chatsworth	CA	+33.786594	-118.298662
Encino	CA	+33.786594	-118.298662
Newbury park	CA	+34.032383	-119.134300
Newhall	CA	+33.786594	-118.298662
Northridge	CA	+33.786594	-118.298662
Pacoima	CA	+33.786594	-118.298662
Reseda	CA	+33.786594	-118.298662
San fernando	CA	+33.786594	-118.298662
Sylmar	CA	+33.786594	-118.298662
North hills	CA	+33.786594	-118.298662
Granada hills	CA	+33.786594	-118.298662
Mission hills	CA	+33.786594	-118.298662
Santa clarita	CA	+33.786594	-118.298662
Canyon country	CA	+33.786594	-118.298662
Sun valley	CA	+33.786594	-118.298662
Valencia	CA	+33.786594	-118.298662
Tarzana	CA	+33.786594	-118.298662
Thousand oaks	CA	+34.032383	-119.134300
Westlake village	CA	+34.032383	-119.134300
Woodland hills	CA	+33.786594	-118.298662
Oak park	CA	+34.032383	-119.134300
Stevenson ranch	CA	+33.786594	-118.298662
Van nuys	CA	+33.786594	-118.298662
Panorama city	CA	+33.786594	-118.298662
Sherman oaks	CA	+33.786594	-118.298662
Burbank	CA	+33.786594	-118.298662
North hollywood	CA	+33.786594	-118.298662
Studio city	CA	+33.786594	-118.298662
Valley village	CA	+33.786594	-118.298662
Universal city	CA	+33.786594	-118.298662
Toluca lake	CA	+33.786594	-118.298662
Rancho cucamonga	CA	+34.839964	-115.967051
Azusa	CA	+33.786594	-118.298662
Baldwin park	CA	+33.786594	-118.298662
Chino	CA	+34.839964	-115.967051
Chino hills	CA	+34.839964	-115.967051
Claremont	CA	+33.786594	-118.298662
City of industry	CA	+33.786594	-118.298662
Covina	CA	+33.786594	-118.298662
El monte	CA	+33.786594	-118.298662
South el monte	CA	+33.786594	-118.298662
Glendora	CA	+33.786594	-118.298662
Guasti	CA	+34.839964	-115.967051
La puente	CA	+33.786594	-118.298662
Hacienda heights	CA	+33.976114	-117.981631
Rowland heights	CA	+33.966218	-117.917360
La verne	CA	+33.786594	-118.298662
Mira loma	CA	+33.752886	-116.055617
Monterey park	CA	+33.786594	-118.298662
Ontario	CA	+34.839964	-115.967051
Mt baldy	CA	+33.786594	-118.298662
Montclair	CA	+34.839964	-115.967051
Diamond bar	CA	+33.786594	-118.298662
Pomona	CA	+33.786594	-118.298662
Rosemead	CA	+33.786594	-118.298662
San dimas	CA	+33.786594	-118.298662
San gabriel	CA	+33.786594	-118.298662
Temple city	CA	+33.786594	-118.298662
Upland	CA	+34.128118	-116.246997
Walnut	CA	+33.786594	-118.298662
West covina	CA	+33.786594	-118.298662
Alhambra	CA	+33.786594	-118.298662
Alpine	CA	+32.740810	-116.976341
Bonita	CA	+32.673870	-117.020668
Boulevard	CA	+33.016928	-116.846046
Campo	CA	+33.016928	-116.846046
Chula vista	CA	+33.016928	-116.846046
Descanso	CA	+33.016928	-116.846046
Dulzura	CA	+33.016928	-116.846046
Guatay	CA	+33.016928	-116.846046
Imperial beach	CA	+32.578991	-117.117351
Jacumba	CA	+33.016928	-116.846046
Jamul	CA	+33.016928	-116.846046
La mesa	CA	+32.761050	-116.998102
Lemon grove	CA	+32.732288	-117.037344
Lincoln acres	CA	+33.016928	-116.846046
Mount laguna	CA	+33.016928	-116.846046
National city	CA	+32.671194	-117.084353
Pine valley	CA	+33.016928	-116.846046
Potrero	CA	+33.016928	-116.846046
Spring valley	CA	+33.016928	-116.846046
Tecate	CA	+33.016928	-116.846046
Bonsall	CA	+33.016928	-116.846046
Borrego springs	CA	+33.016928	-116.846046
Cardiff by the sea	CA	+33.023042	-117.274469
Carlsbad	CA	+33.016928	-116.846046
Del mar	CA	+32.974074	-117.224167
El cajon	CA	+32.865113	-117.041287
Encinitas	CA	+33.016928	-116.846046
Escondido	CA	+33.057128	-117.083403
Fallbrook	CA	+33.016928	-116.846046
Julian	CA	+33.016928	-116.846046
La jolla	CA	+32.898511	-117.225744
Lakeside	CA	+32.893498	-116.898945
Oceanside	CA	+33.016928	-116.846046
Camp pendleton	CA	+33.016928	-116.846046
Pala	CA	+33.016928	-116.846046
Palomar mountain	CA	+33.016928	-116.846046
Pauma valley	CA	+33.016928	-116.846046
Poway	CA	+32.994097	-117.030299
Ramona	CA	+33.031572	-116.976549
Ranchita	CA	+33.016928	-116.846046
Rancho santa fe	CA	+33.005026	-117.215690
San luis rey	CA	+33.016928	-116.846046
San marcos	CA	+33.099573	-117.215112
Santa ysabel	CA	+33.016928	-116.846046
Santee	CA	+32.843956	-116.994511
Solana beach	CA	+33.007075	-117.256769
Valley center	CA	+33.016928	-116.846046
Vista	CA	+33.016928	-116.846046
Warner springs	CA	+33.016928	-116.846046
San diego	CA	+32.721100	-117.174366
Coronado	CA	+32.656176	-117.160815
San ysidro	CA	+33.016928	-116.846046
Indio	CA	+33.728721	-116.035705
Indian wells	CA	+33.702710	-116.303759
Palm desert	CA	+33.764370	-116.339766
Banning	CA	+33.919215	-116.864197
Bard	CA	+32.782242	-114.561905
Beaumont	CA	+33.927030	-116.954753
Blythe	CA	+33.756749	-115.723001
Brawley	CA	+33.096382	-115.280168
Cabazon	CA	+33.842969	-116.607126
Calexico	CA	+32.946832	-115.518355
Calipatria	CA	+33.157664	-115.510284
Cathedral city	CA	+33.647301	-116.277152
Coachella	CA	+33.646405	-116.143588
Desert center	CA	+33.809041	-115.366577
Desert hot springs	CA	+33.900103	-116.400701
Earp	CA	+34.201506	-115.647775
El centro	CA	+32.900509	-115.503842
Heber	CA	+32.721810	-115.438271
Holtville	CA	+32.867317	-115.374769
Imperial	CA	+33.008903	-115.640538
Joshua tree	CA	+34.175713	-116.268415
La quinta	CA	+33.670978	-116.259176
Mecca	CA	+33.545034	-116.018731
Morongo valley	CA	+34.146607	-116.371498
Niland	CA	+33.124361	-115.641926
North palm springs	CA	+33.924967	-116.549645
Ocotillo	CA	+32.980970	-115.823448
Palm springs	CA	+33.842567	-116.527996
Palo verde	CA	+33.369594	-114.735544
Parker dam	CA	+34.249419	-114.210609
Pioneertown	CA	+34.188703	-116.504806
Rancho mirage	CA	+33.703598	-116.431961
Seeley	CA	+32.794130	-115.694768
Thermal	CA	+33.557800	-116.157152
Salton city	CA	+33.309217	-115.957782
Thousand palms	CA	+33.843837	-116.393413
Twentynine palms	CA	+34.234411	-116.235073
Vidal	CA	+34.200026	-115.286691
Westmorland	CA	+33.037976	-115.591387
White water	CA	+33.945145	-116.649937
Winterhaven	CA	+32.981774	-114.685417
Yucca valley	CA	+34.451263	-115.896753
Landers	CA	+34.310323	-116.524124
Adelanto	CA	+34.839964	-115.967051
Amboy	CA	+34.612200	-115.800458
Angelus oaks	CA	+34.153818	-116.512262
Apple valley	CA	+34.839964	-115.967051
Baker	CA	+35.445323	-116.142146
Fort irwin	CA	+35.262453	-116.696561
Barstow	CA	+34.693608	-115.851819
Grand terrace	CA	+34.839964	-115.967051
Big bear city	CA	+34.505140	-116.110086
Big bear lake	CA	+34.223224	-116.847414
Bloomington	CA	+34.248404	-116.849826
Blue jay	CA	+34.211175	-117.079624
Bryn mawr	CA	+34.839964	-115.967051
Calimesa	CA	+33.976814	-117.038262
Cedar glen	CA	+34.839964	-115.967051
Cedarpines park	CA	+34.839964	-115.967051
Cima	CA	+34.839964	-115.967051
Colton	CA	+34.151161	-116.900557
Crestline	CA	+34.850671	-116.701168
Crest park	CA	+34.839964	-115.967051
Daggett	CA	+34.899805	-116.770350
Death valley	CA	+36.235817	-117.144513
Phelan	CA	+34.839964	-115.967051
Essex	CA	+34.588133	-115.577138
Fawnskin	CA	+34.258346	-116.951508
Fontana	CA	+34.839964	-115.967051
Ludlow	CA	+34.932852	-115.802525
Forest falls	CA	+34.133057	-116.911711
Hesperia	CA	+34.839964	-115.967051
Green valley lake	CA	+34.241137	-116.938548
Helendale	CA	+34.496921	-116.378323
Highland	CA	+34.156543	-117.140270
Hinkley	CA	+35.012622	-116.191575
Loma linda	CA	+34.839964	-115.967051
Lake arrowhead	CA	+34.209221	-117.129213
Lucerne valley	CA	+34.770403	-116.206281
Lytle creek	CA	+34.839964	-115.967051
Mentone	CA	+34.470317	-115.969627
Needles	CA	+34.642102	-115.558733
Nipton	CA	+35.337173	-115.628153
Newberry springs	CA	+34.905340	-115.932613
Mountain pass	CA	+34.839964	-115.967051
Oro grande	CA	+34.839964	-115.967051
Patton	CA	+34.839964	-115.967051
Pinon hills	CA	+34.237294	-116.855056
Redlands	CA	+34.240900	-116.889474
Rialto	CA	+34.202339	-115.567483
Rimforest	CA	+34.839964	-115.967051
Running springs	CA	+34.210229	-117.110941
Shoshone	CA	+35.977703	-116.270561
Skyforest	CA	+34.839964	-115.967051
Sugarloaf	CA	+34.247205	-116.818764
Tecopa	CA	+36.626033	-117.218616
Twin peaks	CA	+34.839964	-115.967051
Victorville	CA	+34.491985	-114.754916
Wrightwood	CA	+34.839964	-115.967051
Yermo	CA	+34.926948	-116.709279
Yucaipa	CA	+34.062260	-116.971138
San bernardino	CA	+34.839964	-115.967051
Riverside	CA	+33.752886	-116.055617
March air force base	CA	+33.752886	-116.055617
Lake elsinore	CA	+33.658068	-116.649216
Aguanga	CA	+33.519176	-116.802625
Anza	CA	+33.524988	-116.679174
Hemet	CA	+33.651652	-116.777014
Homeland	CA	+33.752886	-116.055617
Idyllwild	CA	+33.741769	-116.721444
Moreno valley	CA	+33.752886	-116.055617
Mountain center	CA	+33.640142	-116.556695
Murrieta	CA	+33.442040	-116.861027
Nuevo	CA	+33.628192	-116.406069
Perris	CA	+33.752886	-116.055617
San jacinto	CA	+33.752886	-116.055617
Menifee	CA	+33.752886	-116.055617
Sun city	CA	+33.752886	-116.055617
Temecula	CA	+33.752886	-116.055617
Wildomar	CA	+33.752886	-116.055617
Winchester	CA	+33.752886	-116.055617
Irvine	CA	+33.718018	-117.722220
Huntington beach	CA	+33.640302	-117.769442
Laguna niguel	CA	+33.640302	-117.769442
El toro	CA		
Foothill ranch	CA	+33.663011	-117.730745
Capistrano beach	CA	+33.455277	-117.662824
Corona del mar	CA	+33.599956	-117.865325
Costa mesa	CA	+33.682900	-117.778398
Dana point	CA	+33.485903	-117.696366
Lake forest	CA	+33.640790	-117.693074
Laguna hills	CA		
East irvine	CA	+33.640302	-117.769442
Laguna beach	CA	+33.520941	-117.741315
Midway city	CA	+33.640302	-117.769442
Aliso viejo	CA	+33.603459	-117.751341
Newport coast	CA	+33.597128	-117.835987
Newport beach	CA	+33.640302	-117.769442
San clemente	CA	+33.568923	-117.616082
San juan capistrano	CA	+33.530631	-117.618932
Silverado	CA	+33.741994	-117.727416
Trabuco canyon	CA	+33.673979	-117.594570
Westminster	CA	+33.640302	-117.769442
Rancho santa margarita	CA	+33.601944	-117.603684
Mission viejo	CA	+33.640302	-117.769442
Ladera ranch	CA	+33.640302	-117.769442
Santa ana	CA	+33.640302	-117.769442
Fountain valley	CA	+33.640302	-117.769442
Tustin	CA	+33.579122	-117.731534
Anaheim	CA	+33.640302	-117.769442
Atwood	CA	+33.640302	-117.769442
Brea	CA	+33.640302	-117.769442
Fullerton	CA	+33.640302	-117.769442
Garden grove	CA	+33.640302	-117.769442
Orange	CA	+33.640302	-117.769442
Norco	CA	+33.752886	-116.055617
Villa park	CA	+33.640302	-117.769442
Placentia	CA	+33.640302	-117.769442
Corona	CA	+33.752886	-116.055617
Yorba linda	CA	+33.640302	-117.769442
Ventura	CA	+34.330829	-119.358352
Camarillo	CA	+34.307783	-119.084253
Carpinteria	CA	+34.405045	-119.520525
Fillmore	CA	+34.393387	-118.864285
Moorpark	CA	+34.032383	-119.134300
Oak view	CA	+34.412169	-119.292335
Ojai	CA	+34.478806	-119.258760
Oxnard	CA	+34.224892	-119.177490
Piru	CA	+34.435224	-118.785517
Port hueneme	CA	+34.148893	-119.154580
Point mugu nawc	CA	+34.113389	-119.112432
Port hueneme cbc base	CA	+34.162124	-119.207364
Santa paula	CA	+34.364943	-119.085704
Simi valley	CA	+34.032383	-119.134300
Brandeis	CA	+34.258203	-118.710724
Somis	CA	+34.304034	-119.039305
Summerland	CA	+34.422045	-119.592561
Santa barbara	CA	+34.421897	-119.707135
Goleta	CA	+34.262834	-119.848555
Alpaugh	CA	+35.858290	-119.303735
Armona	CA	+36.316529	-119.704594
Arvin	CA	+35.311064	-118.659604
Avenal	CA	+36.003134	-120.128716
Bodfish	CA	+35.569608	-118.487681
Buttonwillow	CA	+35.294405	-118.905173
California hot springs	CA	+35.881776	-118.656086
Camp nelson	CA	+36.139789	-118.694576
Coalinga	CA	+36.247025	-120.381432
Corcoran	CA	+36.067399	-119.622634
Delano	CA	+35.294405	-118.905173
Ducor	CA	+36.082002	-119.036316
Earlimart	CA	+35.875918	-119.262323
Edison	CA	+35.357018	-118.810069
Exeter	CA	+36.344716	-119.088371
Frazier park	CA	+35.294405	-118.905173
Farmersville	CA	+36.304981	-119.202664
Fellows	CA	+35.294405	-118.905173
Glennville	CA	+35.732960	-118.709978
Goshen	CA	+36.357151	-119.425371
Hanford	CA	+36.220468	-119.717760
Huron	CA	+36.207165	-120.103363
Ivanhoe	CA	+36.375844	-119.134101
Kaweah	CA	+36.472713	-118.902899
Kernville	CA	+35.708701	-118.405385
Kettleman city	CA	+36.005488	-120.027031
Lake isabella	CA	+35.668987	-118.457002
Lamont	CA	+35.405369	-118.699098
Laton	CA	+36.445649	-119.696386
Lebec	CA	+34.881773	-118.856562
Lemon cove	CA	+36.496901	-118.994120
Lemoore	CA	+36.268194	-119.817274
Lindsay	CA	+36.073033	-119.129166
Lost hills	CA	+35.294405	-118.905173
Mc farland	CA	+35.674813	-118.489938
Mc kittrick	CA	+35.294405	-118.905173
Maricopa	CA	+35.294405	-118.905173
New cuyama	CA	+34.922283	-119.590275
Onyx	CA	+35.639520	-117.988136
Pixley	CA	+35.959881	-119.136450
Porterville	CA	+35.973777	-118.703592
Posey	CA	+35.819334	-118.730136
Richgrove	CA	+35.805046	-119.131527
Sequoia national park	CA	+36.364440	-118.722755
Shafter	CA	+35.763646	-118.435693
Springville	CA	+36.126506	-118.928478
Stratford	CA	+36.189441	-119.851865
Strathmore	CA	+36.137375	-119.039111
Taft	CA	+35.703306	-118.413077
Terra bella	CA	+35.904767	-119.044239
Three rivers	CA	+36.435485	-118.827590
Tipton	CA	+36.005985	-119.333512
Tulare	CA	+36.133527	-119.299856
Tupman	CA	+35.294405	-118.905173
Visalia	CA	+36.131880	-119.355559
Wasco	CA	+35.467934	-118.704037
Waukena	CA	+36.129557	-119.516076
Weldon	CA	+35.541940	-118.578135
Wofford heights	CA	+35.472296	-118.552613
Woodlake	CA	+36.465943	-119.122283
Woody	CA	+35.608372	-118.795750
Bakersfield	CA	+35.483501	-119.007662
San luis obispo	CA	+35.265573	-120.621220
Los osos	CA	+35.301041	-120.794897
Arroyo grande	CA	+35.292432	-120.655743
Atascadero	CA	+35.464793	-120.712459
Avila beach	CA	+35.190349	-120.717769
Bradley	CA	+35.907585	-120.937371
Buellton	CA	+34.635927	-120.201469
Cambria	CA	+35.587748	-120.954454
Casmalia	CA	+34.845765	-120.534979
Cayucos	CA	+35.473343	-120.908608
Creston	CA	+35.477945	-120.436119
Grover beach	CA	+35.381730	-120.502640
Guadalupe	CA	+34.938796	-120.573180
Harmony	CA	+35.491888	-120.976259
Lompoc	CA	+34.629464	-120.336594
Los alamos	CA	+34.745715	-120.204944
Los olivos	CA	+34.693012	-120.068487
Morro bay	CA	+35.402295	-120.793742
Nipomo	CA	+35.048397	-120.494812
Oceano	CA	+35.106168	-120.611142
Paso robles	CA	+35.640598	-120.700313
Pismo beach	CA	+35.347065	-120.455345
San ardo	CA	+35.982551	-120.828342
San miguel	CA	+35.705546	-120.646803
San simeon	CA	+35.575711	-120.888038
Santa margarita	CA	+35.358427	-120.259602
Santa maria	CA	+34.875832	-120.340795
Santa ynez	CA	+34.646136	-120.091629
Shandon	CA	+35.610073	-120.291994
Solvang	CA	+34.648841	-120.170111
Templeton	CA	+35.517781	-120.653850
Mojave	CA	+35.038066	-118.315960
California city	CA	+35.187133	-117.885359
Acton	CA	+33.786594	-118.298662
Benton	CA	+37.496842	-118.624903
Big pine	CA	+37.169602	-118.294915
Bishop	CA	+37.026022	-118.334393
Boron	CA	+35.215513	-118.056018
Bridgeport	CA	+38.248505	-119.198760
Caliente	CA	+35.488054	-118.609553
Cantil	CA	+35.177369	-118.035049
Darwin	CA	+36.626033	-117.218616
Edwards	CA	+35.258171	-118.130233
Independence	CA	+36.831167	-118.235097
Inyokern	CA	+35.639715	-117.857026
Johannesburg	CA	+35.370839	-117.642748
June lake	CA	+37.711282	-119.054711
Keeler	CA	+36.488612	-117.874104
Keene	CA	+35.226499	-118.581032
Lake hughes	CA	+33.786594	-118.298662
Lancaster	CA	+33.786594	-118.298662
Lee vining	CA	+37.978230	-119.130361
Little lake	CA	+36.626033	-117.218616
Littlerock	CA	+33.786594	-118.298662
Llano	CA	+33.786594	-118.298662
Lone pine	CA	+36.553842	-117.984465
Mammoth lakes	CA	+37.609434	-118.865636
Olancha	CA	+36.229962	-117.955189
Palmdale	CA	+33.786594	-118.298662
Pearblossom	CA	+33.786594	-118.298662
Randsburg	CA	+35.386610	-117.715928
Ridgecrest	CA	+35.540458	-117.794007
Red mountain	CA	+34.839964	-115.967051
Rosamond	CA	+34.942862	-118.400410
Tehachapi	CA	+35.043028	-118.502209
Trona	CA	+34.839964	-115.967051
Valyermo	CA	+33.786594	-118.298662
Ahwahnee	CA	+37.379045	-119.736326
Auberry	CA	+37.075671	-119.253991
Badger	CA	+36.568312	-119.016197
Bass lake	CA	+37.299169	-119.547639
Big creek	CA	+37.213607	-119.247413
Biola	CA	+36.799615	-120.018659
Burrel	CA	+36.589797	-119.899405
Cantua creek	CA	+36.607941	-120.248963
Caruthers	CA	+36.528598	-120.049939
Chowchilla	CA	+37.013396	-120.266097
Clovis	CA	+36.832583	-119.592146
Coarsegold	CA	+37.158791	-119.716753
Cutler	CA	+36.515805	-119.236871
Del rey	CA	+36.652400	-119.592015
Dinuba	CA	+36.509532	-119.395365
Dos palos	CA	+37.073301	-120.623363
Dunlap	CA	+36.723654	-119.051698
Firebaugh	CA	+36.772741	-120.213442
Fish camp	CA	+37.511650	-119.652872
Five points	CA	+36.338590	-120.111796
Fowler	CA	+36.623402	-119.691869
Friant	CA	+36.839928	-119.668152
Helm	CA	+36.574499	-120.066008
Hume	CA	+36.751546	-118.957494
Kerman	CA	+36.676147	-120.219522
Kingsburg	CA	+36.524900	-119.602863
Kings canyon national pk	CA	+36.734051	-118.958777
Lakeshore	CA	+37.167262	-119.243637
Los banos	CA	+37.103768	-120.847479
Madera	CA	+36.928286	-120.182423
Mendota	CA	+36.676898	-120.393602
Miramonte	CA	+36.698964	-119.049219
Mono hot springs	CA	+36.746375	-119.639658
North fork	CA	+37.214100	-119.496955
Oakhurst	CA	+37.375860	-119.652380
O neals	CA	+37.163948	-119.665194
Orange cove	CA	+36.677384	-119.783475
Orosi	CA	+36.555602	-119.166499
Parlier	CA	+36.661358	-119.816080
Piedra	CA	+36.841665	-119.349639
Fresno	CA	+36.841100	-119.801015
Prather	CA	+37.008796	-119.512686
Raisin	CA	+36.591897	-119.902728
Raymond	CA	+37.242121	-119.859865
Reedley	CA	+36.669807	-119.398857
Riverdale	CA	+36.466514	-119.977680
Sanger	CA	+36.897408	-119.829053
San joaquin	CA	+36.458421	-120.202084
Santa rita park	CA	+37.186872	-120.650351
Selma	CA	+36.637507	-119.992005
Shaver lake	CA	+37.098774	-119.166093
South dos palos	CA	+37.013490	-120.744668
Sultana	CA	+36.520998	-119.352004
Tollhouse	CA	+36.964156	-119.370436
Tranquillity	CA	+36.632595	-120.282776
Wishon	CA	+37.274585	-119.540624
Yettem	CA	+36.471833	-119.259352
Traver	CA	+36.444195	-119.471745
Squaw valley	CA	+36.750265	-119.353631
Salinas	CA	+36.441768	-121.416603
Big sur	CA	+36.054105	-121.607774
Carmel	CA	+36.549729	-121.922515
Carmel valley	CA	+36.446043	-121.666999
Chualar	CA	+36.583988	-121.451600
Gonzales	CA	+36.502102	-121.408607
Greenfield	CA	+36.323971	-121.324308
Jolon	CA	+36.023549	-121.213850
King city	CA	+36.201898	-121.052320
Lockwood	CA	+35.949963	-121.062554
Marina	CA	+36.643259	-121.812711
Monterey	CA	+36.521811	-121.688623
Pacific grove	CA	+36.408303	-121.544387
Pebble beach	CA	+36.583100	-121.936365
San lucas	CA	+36.457423	-121.290346
Seaside	CA	+36.429013	-121.497712
Soledad	CA	+36.449485	-121.368127
Spreckels	CA	+36.626059	-121.655474
Belmont	CA	+37.516644	-122.293390
Brisbane	CA	+37.689182	-122.404332
Burlingame	CA	+37.567086	-122.367573
Daly city	CA		
El granada	CA	+37.510085	-122.473404
Half moon bay	CA	+37.389057	-122.415566
La honda	CA	+37.272556	-122.249528
Loma mar	CA	+37.279692	-122.314831
Los altos	CA	+37.238842	-121.885066
Menlo park	CA	+37.439616	-122.186373
Atherton	CA	+37.450627	-122.199439
Portola valley	CA	+37.370194	-122.218176
Millbrae	CA	+37.598385	-122.400083
Mountain view	CA	+37.189396	-121.705327
Montara	CA	+37.542789	-122.505152
Moss beach	CA	+37.520190	-122.499618
Pacifica	CA	+37.616774	-122.480015
Redwood city	CA	+37.381144	-122.334825
Pescadero	CA	+37.211194	-122.343782
San bruno	CA	+37.623159	-122.436034
San carlos	CA	+37.498586	-122.298150
San gregorio	CA	+37.328292	-122.360233
South san francisco	CA	+37.657443	-122.423483
Sunnyvale	CA		
San francisco	CA	+37.784827	-122.727802
Sacramento	CA	+38.380456	-121.555406
Palo alto	CA	+37.189396	-121.705327
Stanford	CA	+37.189396	-121.705327
San mateo	CA	+37.573485	-122.322530
Alameda	CA	+37.770563	-122.264779
American canyon	CA		
Danville	CA	+37.832075	-121.916718
Alamo	CA	+37.936723	-122.067431
Angwin	CA	+38.571450	-122.450215
Antioch	CA	+37.931997	-121.906748
Benicia	CA	+38.101200	-122.032061
Bethel island	CA	+38.026620	-121.642463
Birds landing	CA	+38.132930	-121.827733
Brentwood	CA	+37.912274	-121.843071
Byron	CA	+37.858925	-121.617002
Calistoga	CA	+38.615055	-122.507742
Canyon	CA	+37.777208	-121.955399
Clayton	CA	+37.897832	-121.784818
Concord	CA	+37.953672	-122.022872
Pleasant hill	CA	+37.957572	-122.077774
Crockett	CA	+37.958011	-122.152602
Diablo	CA	+37.838744	-121.966720
El cerrito	CA	+37.918024	-122.302480
Fairfield	CA	+38.278428	-122.020276
Travis afb	CA	+38.271218	-121.941230
Fremont	CA	+37.565285	-121.982721
Hayward	CA	+37.680181	-121.921498
Castro valley	CA	+37.731229	-122.066373
Hercules	CA	+38.008343	-122.262101
Knightsen	CA	+37.972622	-121.665205
Lafayette	CA	+37.901223	-122.120089
Livermore	CA	+37.676781	-121.916050
Martinez	CA	+37.986421	-122.134976
Moraga	CA	+37.838926	-122.099224
Napa	CA	+38.516158	-122.311921
Newark	CA	+37.534102	-122.025352
Oakley	CA	+37.996516	-121.689720
Oakville	CA	+38.437887	-122.399101
Orinda	CA	+37.893124	-122.144826
Pinole	CA	+37.990772	-122.243294
Pittsburg	CA	+38.003070	-121.917219
Pleasanton	CA	+37.646081	-121.862128
Pope valley	CA	+38.649304	-122.445290
Dublin	CA	+37.714402	-121.906329
Port costa	CA	+38.046970	-122.193028
Rio vista	CA	+38.209069	-121.777874
Rodeo	CA	+38.030821	-122.245129
Rutherford	CA	+38.466508	-122.414189
Saint helena	CA	+38.537757	-122.401289
Deer park	CA	+38.450909	-122.444889
San leandro	CA	+37.715629	-122.158621
San lorenzo	CA	+37.681230	-122.133825
San ramon	CA	+37.768556	-121.975531
Suisun city	CA	+38.195385	-121.994935
Sunol	CA	+37.585883	-121.883018
Union city	CA	+37.589084	-121.973620
Vallejo	CA	+38.158221	-122.280383
Walnut creek	CA	+37.873343	-122.070625
Yountville	CA	+38.416110	-122.361587
Oakland	CA	+37.786027	-122.223779
Emeryville	CA	+37.833876	-122.295480
Piedmont	CA	+37.680181	-121.921498
Berkeley	CA	+37.860576	-122.296730
Albany	CA	+37.889525	-122.298280
Richmond	CA	+37.947523	-122.384032
El sobrante	CA	+37.966422	-122.206177
San pablo	CA	+37.959573	-122.334131
San rafael	CA	+37.970948	-122.504286
Greenbrae	CA	+37.947874	-122.536337
Kentfield	CA	+38.068036	-122.740988
Belvedere tiburon	CA	+37.935324	-122.564439
Bodega	CA	+38.351416	-122.974134
Bodega bay	CA	+38.367894	-123.048629
Bolinas	CA	+38.001976	-122.779150
